show_id,title,type,release_year,rating,date_added,year_added,duration_minutes,duration_seasons,genre
247747,Amar Akbar Anthony,Movie,1977,TV-14,12/31/2019,2019,172,,Action/Adventure
247747,Amar Akbar Anthony,Movie,1977,TV-14,12/31/2019,2019,172,,Cult/Classic
247747,Amar Akbar Anthony,Movie,1977,TV-14,12/31/2019,2019,172,,Comedy
269880,Bad Boys,Movie,1995,R,10/1/2019,2019,119,,Action/Adventure
269880,Bad Boys,Movie,1995,R,10/1/2019,2019,119,,Comedy
281550,La Bamba,Movie,1987,PG-13,1/1/2020,2020,109,,Cult/Classic
281550,La Bamba,Movie,1987,PG-13,1/1/2020,2020,109,,Drama
281550,La Bamba,Movie,1987,PG-13,1/1/2020,2020,109,,Music & Musicals
284890,Barsaat,Movie,1995,TV-PG,4/1/2018,2018,166,,Action/Adventure
284890,Barsaat,Movie,1995,TV-PG,4/1/2018,2018,166,,International
284890,Barsaat,Movie,1995,TV-PG,4/1/2018,2018,166,,Music & Musicals
292118,Beavis and Butt-head Do America,Movie,1996,PG-13,11/20/2019,2019,81,,Comedy
292118,Beavis and Butt-head Do America,Movie,1996,PG-13,11/20/2019,2019,81,,Cult/Classic
296682,Benji,Movie,1974,G,3/6/2018,2018,86,,Kids/Family
296682,Benji,Movie,1974,G,3/6/2018,2018,86,,Cult/Classic
347365,Candyman,Movie,1992,R,10/1/2019,2019,99,,Cult/Classic
347365,Candyman,Movie,1992,R,10/1/2019,2019,99,,Horror
352989,Carrie,Movie,1976,R,6/1/2019,2019,98,,Cult/Classic
352989,Carrie,Movie,1976,R,6/1/2019,2019,98,,Cult/Classic
352989,Carrie,Movie,1976,R,6/1/2019,2019,98,,Horror
372195,Child's Play,Movie,1988,R,12/31/2019,2019,87,,Cult/Classic
372195,Child's Play,Movie,1988,R,12/31/2019,2019,87,,Horror
374651,Chitty Chitty Bang Bang,Movie,1968,G,1/1/2020,2020,146,,Kids/Family
374651,Chitty Chitty Bang Bang,Movie,1968,G,1/1/2020,2020,146,,Cult/Classic
374651,Chitty Chitty Bang Bang,Movie,1968,G,1/1/2020,2020,146,,Comedy
382650,Cleopatra Jones,Movie,1973,PG,11/1/2019,2019,89,,Action/Adventure
382650,Cleopatra Jones,Movie,1973,PG,11/1/2019,2019,89,,Cult/Classic
404067,The Craft,Movie,1996,R,1/1/2020,2020,101,,Horror
404067,The Craft,Movie,1996,R,1/1/2020,2020,101,,Thrillers
408911,The Crow,Movie,1994,R,1/1/2019,2019,102,,Action/Adventure
408911,The Crow,Movie,1994,R,1/1/2019,2019,102,,Cult/Classic
408911,The Crow,Movie,1994,R,1/1/2019,2019,102,,Sci-Fi & Fantasy
449931,Doctor Zhivago,Movie,1965,PG-13,11/1/2019,2019,200,,Cult/Classic
449931,Doctor Zhivago,Movie,1965,PG-13,11/1/2019,2019,200,,Drama
449931,Doctor Zhivago,Movie,1965,PG-13,11/1/2019,2019,200,,Romance
484369,The Evil Dead,Movie,1981,TV-MA,1/10/2020,2020,85,,Cult/Classic
484369,The Evil Dead,Movie,1981,TV-MA,1/10/2020,2020,85,,Cult/Classic
484369,The Evil Dead,Movie,1981,TV-MA,1/10/2020,2020,85,,Horror
498716,Ferris Bueller's Day Off,Movie,1986,PG-13,1/3/2020,2020,103,,Cult/Classic
498716,Ferris Bueller's Day Off,Movie,1986,PG-13,1/3/2020,2020,103,,Comedy
498716,Ferris Bueller's Day Off,Movie,1986,PG-13,1/3/2020,2020,103,,Cult/Classic
510854,The Flintstones,Movie,1994,PG,10/1/2019,2019,91,,Kids/Family
510854,The Flintstones,Movie,1994,PG,10/1/2019,2019,91,,Comedy
516788,Forbidden Planet,Movie,1956,G,11/1/2019,2019,98,,Action/Adventure
516788,Forbidden Planet,Movie,1956,G,11/1/2019,2019,98,,Cult/Classic
516788,Forbidden Planet,Movie,1956,G,11/1/2019,2019,98,,Sci-Fi & Fantasy
520489,Four Weddings and a Funeral,Movie,1994,R,8/1/2019,2019,118,,Cult/Classic
520489,Four Weddings and a Funeral,Movie,1994,R,8/1/2019,2019,118,,Comedy
520489,Four Weddings and a Funeral,Movie,1994,R,8/1/2019,2019,118,,International
523650,Free Willy,Movie,1993,PG,1/1/2020,2020,112,,Kids/Family
523650,Free Willy,Movie,1993,PG,1/1/2020,2020,112,,Drama
542137,Gigi,Movie,1958,G,11/1/2019,2019,115,,Cult/Classic
542137,Gigi,Movie,1958,G,11/1/2019,2019,115,,Comedy
542137,Gigi,Movie,1958,G,11/1/2019,2019,115,,Music & Musicals
569355,Hamburger Hill,Movie,1987,R,11/23/2019,2019,110,,Action/Adventure
569355,Hamburger Hill,Movie,1987,R,11/23/2019,2019,110,,Drama
607931,How to Make an American Quilt,Movie,1995,PG-13,4/1/2018,2018,116,,Drama
607931,How to Make an American Quilt,Movie,1995,PG-13,4/1/2018,2018,116,,Romance
653673,Jimi Hendrix,Movie,1973,R,11/1/2019,2019,102,,Documentary
653673,Jimi Hendrix,Movie,1973,R,11/1/2019,2019,102,,Music & Musicals
673843,Kingpin,Movie,1996,PG-13,1/1/2020,2020,114,,Comedy
673843,Kingpin,Movie,1996,PG-13,1/1/2020,2020,114,,Cult/Classic
673843,Kingpin,Movie,1996,PG-13,1/1/2020,2020,114,,Sports
684847,The Last Boy Scout,Movie,1991,R,11/1/2019,2019,105,,Action/Adventure
684847,The Last Boy Scout,Movie,1991,R,11/1/2019,2019,105,,Comedy
699257,Monty Python's Life of Brian,Movie,1979,R,10/2/2018,2018,94,,Cult/Classic
699257,Monty Python's Life of Brian,Movie,1979,R,10/2/2018,2018,94,,Comedy
699257,Monty Python's Life of Brian,Movie,1979,R,10/2/2018,2018,94,,Cult/Classic
701346,Like Water for Chocolate,Movie,1992,R,11/1/2019,2019,105,,Cult/Classic
701346,Like Water for Chocolate,Movie,1992,R,11/1/2019,2019,105,,Drama
701346,Like Water for Chocolate,Movie,1992,R,11/1/2019,2019,105,,International
709163,Logan's Run,Movie,1976,PG,11/1/2019,2019,118,,Action/Adventure
709163,Logan's Run,Movie,1976,PG,11/1/2019,2019,118,,Cult/Classic
709163,Logan's Run,Movie,1976,PG,11/1/2019,2019,118,,Cult/Classic
709380,Lolita,Movie,1962,R,11/1/2019,2019,153,,Cult/Classic
709380,Lolita,Movie,1962,R,11/1/2019,2019,153,,Drama
709380,Lolita,Movie,1962,R,11/1/2019,2019,153,,Romance
771476,Monty Python and the Holy Grail,Movie,1975,PG,1/2/2019,2019,92,,Action/Adventure
771476,Monty Python and the Holy Grail,Movie,1975,PG,1/2/2019,2019,92,,Cult/Classic
771476,Monty Python and the Holy Grail,Movie,1975,PG,1/2/2019,2019,92,,Comedy
793907,The Natural,Movie,1984,PG,1/1/2020,2020,138,,Cult/Classic
793907,The Natural,Movie,1984,PG,1/1/2020,2020,138,,Drama
793907,The Natural,Movie,1984,PG,1/1/2020,2020,138,,Sports
848915,The Pelican Brief,Movie,1993,PG-13,11/1/2019,2019,141,,Drama
848915,The Pelican Brief,Movie,1993,PG-13,11/1/2019,2019,141,,Thrillers
855084,Philadelphia,Movie,1993,PG-13,7/1/2019,2019,126,,Cult/Classic
855084,Philadelphia,Movie,1993,PG-13,7/1/2019,2019,126,,Drama
855084,Philadelphia,Movie,1993,PG-13,7/1/2019,2019,126,,LGBTQ+
873159,Primal Fear,Movie,1996,R,12/1/2019,2019,131,,Drama
873159,Primal Fear,Movie,1996,R,12/1/2019,2019,131,,Thrillers
880640,Pulp Fiction,Movie,1994,R,1/1/2019,2019,154,,Cult/Classic
880640,Pulp Fiction,Movie,1994,R,1/1/2019,2019,154,,Cult/Classic
880640,Pulp Fiction,Movie,1994,R,1/1/2019,2019,154,,Drama
896678,Red Dawn,Movie,1984,PG-13,12/31/2019,2019,114,,Action/Adventure
896678,Red Dawn,Movie,1984,PG-13,12/31/2019,2019,114,,Cult/Classic
915927,Rocky,Movie,1976,PG,8/1/2019,2019,120,,Action/Adventure
915927,Rocky,Movie,1976,PG,8/1/2019,2019,120,,Cult/Classic
915927,Rocky,Movie,1976,PG,8/1/2019,2019,120,,Drama
916043,Rocky II,Movie,1979,PG,8/1/2019,2019,119,,Drama
916043,Rocky II,Movie,1979,PG,8/1/2019,2019,119,,Sports
916061,Rocky IV,Movie,1985,PG,8/1/2019,2019,92,,Drama
916061,Rocky IV,Movie,1985,PG,8/1/2019,2019,92,,Sports
923574,Rumble in the Bronx,Movie,1995,R,11/1/2019,2019,89,,Action/Adventure
923574,Rumble in the Bronx,Movie,1995,R,11/1/2019,2019,89,,Comedy
923574,Rumble in the Bronx,Movie,1995,R,11/1/2019,2019,89,,International
973861,Sling Blade,Movie,1996,R,11/1/2019,2019,135,,Drama
973861,Sling Blade,Movie,1996,R,11/1/2019,2019,135,,Independent Movies
1005494,The Stranger,Movie,1946,TV-PG,7/19/2018,2018,94,,Cult/Classic
1005494,The Stranger,Movie,1946,TV-PG,7/19/2018,2018,94,,Drama
1005494,The Stranger,Movie,1946,TV-PG,7/19/2018,2018,94,,Thrillers
1008581,Stripes,Movie,1981,R,9/1/2019,2019,106,,Cult/Classic
1008581,Stripes,Movie,1981,R,9/1/2019,2019,106,,Comedy
1008581,Stripes,Movie,1981,R,9/1/2019,2019,106,,Cult/Classic
1029730,Teenage Mutant Ninja Turtles: The Movie,Movie,1990,PG,1/1/2020,2020,94,,Action/Adventure
1029730,Teenage Mutant Ninja Turtles: The Movie,Movie,1990,PG,1/1/2020,2020,94,,Comedy
1064058,Tremors 2: Aftershocks,Movie,1995,PG-13,1/1/2020,2020,100,,Comedy
1064058,Tremors 2: Aftershocks,Movie,1995,PG-13,1/1/2020,2020,100,,Horror
1064058,Tremors 2: Aftershocks,Movie,1995,PG-13,1/1/2020,2020,100,,Sci-Fi & Fantasy
1067876,True Grit,Movie,1969,G,1/1/2020,2020,128,,Cult/Classic
1067876,True Grit,Movie,1969,G,1/1/2020,2020,128,,Drama
1145882,Young Tiger,Movie,1973,NR,11/1/2016,2016,81,,Action/Adventure
1145882,Young Tiger,Movie,1973,NR,11/1/2016,2016,81,,International
1150871,Love Jones,Movie,1997,R,11/1/2019,2019,109,,Comedy
1150871,Love Jones,Movie,1997,R,11/1/2019,2019,109,,Drama
1150871,Love Jones,Movie,1997,R,11/1/2019,2019,109,,Independent Movies
1151188,Chasing Amy,Movie,1997,R,1/1/2020,2020,113,,Comedy
1151188,Chasing Amy,Movie,1997,R,1/1/2020,2020,113,,Cult/Classic
1151188,Chasing Amy,Movie,1997,R,1/1/2020,2020,113,,Drama
1151721,Donnie Brasco,Movie,1997,R,1/1/2020,2020,127,,Drama
1151721,Donnie Brasco,Movie,1997,R,1/1/2020,2020,127,,Thrillers
1153194,The Saint,Movie,1997,PG-13,9/1/2019,2019,116,,Action/Adventure
1153194,The Saint,Movie,1997,PG-13,9/1/2019,2019,116,,Romance
1171655,Bean: The Ultimate Disaster Movie,Movie,1997,PG-13,8/1/2018,2018,89,,Comedy
1171655,Bean: The Ultimate Disaster Movie,Movie,1997,PG-13,8/1/2018,2018,89,,International
1179574,Event Horizon,Movie,1997,R,1/1/2020,2020,96,,Horror
1179574,Event Horizon,Movie,1997,R,1/1/2020,2020,96,,Sci-Fi & Fantasy
1179583,Money Talks,Movie,1997,R,11/1/2019,2019,96,,Action/Adventure
1179583,Money Talks,Movie,1997,R,11/1/2019,2019,96,,Comedy
1181488,As Good as It Gets,Movie,1997,PG-13,1/1/2020,2020,139,,Comedy
1181488,As Good as It Gets,Movie,1997,PG-13,1/1/2020,2020,139,,Romance
1181661,The Rainmaker,Movie,1997,PG-13,11/20/2019,2019,136,,Drama
1181661,The Rainmaker,Movie,1997,PG-13,11/20/2019,2019,136,,Thrillers
1193180,Kurt & Courtney,Movie,1998,R,1/8/2019,2019,95,,Documentary
1193180,Kurt & Courtney,Movie,1998,R,1/8/2019,2019,95,,Music & Musicals
5670479,The Mask of Zorro,Movie,1998,PG-13,1/1/2020,2020,138,,Action/Adventure
5670479,The Mask of Zorro,Movie,1998,PG-13,1/1/2020,2020,138,,Romance
11546798,Lifeline,Movie,1997,TV-14,8/16/2018,2018,104,,Action/Adventure
11546798,Lifeline,Movie,1997,TV-14,8/16/2018,2018,104,,International
11819434,Fear and Loathing in Las Vegas,Movie,1998,R,11/1/2019,2019,118,,Comedy
11819434,Fear and Loathing in Las Vegas,Movie,1998,R,11/1/2019,2019,118,,Cult/Classic
11819434,Fear and Loathing in Las Vegas,Movie,1998,R,11/1/2019,2019,118,,Drama
11819467,Godzilla,Movie,1998,PG-13,1/1/2020,2020,139,,Action/Adventure
11819467,Godzilla,Movie,1998,PG-13,1/1/2020,2020,139,,Sci-Fi & Fantasy
15815343,The Texas Chainsaw Massacre,Movie,1974,R,10/22/2019,2019,83,,Cult/Classic
15815343,The Texas Chainsaw Massacre,Movie,1974,R,10/22/2019,2019,83,,Horror
15815343,The Texas Chainsaw Massacre,Movie,1974,R,10/22/2019,2019,83,,Independent Movies
16914787,BASEketball,Movie,1998,R,11/1/2018,2018,103,,Comedy
16914787,BASEketball,Movie,1998,R,11/1/2018,2018,103,,Sports
16944044,"Lock, Stock and Two Smoking Barrels",Movie,1998,R,1/1/2019,2019,108,,Action/Adventure
16944044,"Lock, Stock and Two Smoking Barrels",Movie,1998,R,1/1/2019,2019,108,,Comedy
16944044,"Lock, Stock and Two Smoking Barrels",Movie,1998,R,1/1/2019,2019,108,,Independent Movies
17457622,Judwaa,Movie,1997,TV-14,12/31/2019,2019,133,,Comedy
17457622,Judwaa,Movie,1997,TV-14,12/31/2019,2019,133,,International
17457622,Judwaa,Movie,1997,TV-14,12/31/2019,2019,133,,Romance
17457962,Raja Hindustani,Movie,1996,TV-14,5/1/2017,2017,177,,Drama
17457962,Raja Hindustani,Movie,1996,TV-14,5/1/2017,2017,177,,International
17457962,Raja Hindustani,Movie,1996,TV-14,5/1/2017,2017,177,,Romance
17671454,Dil Se,Movie,1998,TV-14,3/1/2018,2018,166,,Drama
17671454,Dil Se,Movie,1998,TV-14,3/1/2018,2018,166,,International
17671454,Dil Se,Movie,1998,TV-14,3/1/2018,2018,166,,Romance
17687959,The Waterboy,Movie,1998,PG-13,3/8/2017,2017,90,,Comedy
17687959,The Waterboy,Movie,1998,PG-13,3/8/2017,2017,90,,Sports
17969262,Khalnayak,Movie,1993,TV-14,3/1/2018,2018,170,,Action/Adventure
17969262,Khalnayak,Movie,1993,TV-14,3/1/2018,2018,170,,Drama
17969262,Khalnayak,Movie,1993,TV-14,3/1/2018,2018,170,,International
18021979,The Rugrats Movie,Movie,1998,G,10/1/2019,2019,81,,Kids/Family
18021979,The Rugrats Movie,Movie,1998,G,10/1/2019,2019,81,,Comedy
18066997,A Night at the Roxbury,Movie,1998,PG-13,12/1/2019,2019,82,,Comedy
18066997,A Night at the Roxbury,Movie,1998,PG-13,12/1/2019,2019,82,,Cult/Classic
18907685,Taxi Driver,Movie,1976,R,7/1/2019,2019,114,,Cult/Classic
18907685,Taxi Driver,Movie,1976,R,7/1/2019,2019,114,,Drama
18907685,Taxi Driver,Movie,1976,R,7/1/2019,2019,114,,Thrillers
19207412,Maine Pyar Kiya,Movie,1989,TV-PG,1/1/2018,2018,192,,Drama
19207412,Maine Pyar Kiya,Movie,1989,TV-PG,1/1/2018,2018,192,,International
19207412,Maine Pyar Kiya,Movie,1989,TV-PG,1/1/2018,2018,192,,Music & Musicals
20077944,Ghayal,Movie,1990,TV-14,12/31/2019,2019,163,,Action/Adventure
20077944,Ghayal,Movie,1990,TV-14,12/31/2019,2019,163,,Drama
20077944,Ghayal,Movie,1990,TV-14,12/31/2019,2019,163,,International
20129240,Small Soldiers,Movie,1998,PG-13,6/1/2019,2019,110,,Action/Adventure
20129240,Small Soldiers,Movie,1998,PG-13,6/1/2019,2019,110,,Comedy
20129240,Small Soldiers,Movie,1998,PG-13,6/1/2019,2019,110,,Sci-Fi & Fantasy
20254278,Aakhri Adaalat,Movie,1988,TV-14,9/1/2017,2017,148,,Action/Adventure
20254278,Aakhri Adaalat,Movie,1988,TV-14,9/1/2017,2017,148,,International
20255593,Chupke Chupke,Movie,1975,TV-PG,12/31/2019,2019,127,,Cult/Classic
20255593,Chupke Chupke,Movie,1975,TV-PG,12/31/2019,2019,127,,Comedy
20255593,Chupke Chupke,Movie,1975,TV-PG,12/31/2019,2019,127,,International
20255837,Don,Movie,1978,TV-14,12/31/2019,2019,158,,Action/Adventure
20255837,Don,Movie,1978,TV-14,12/31/2019,2019,158,,Cult/Classic
20255837,Don,Movie,1978,TV-14,12/31/2019,2019,158,,Drama
20257393,Professor,Movie,1962,TV-PG,7/1/2017,2017,163,,Comedy
20257393,Professor,Movie,1962,TV-PG,7/1/2017,2017,163,,Drama
20257393,Professor,Movie,1962,TV-PG,7/1/2017,2017,163,,International
20257617,Satte Pe Satta,Movie,1982,TV-14,12/31/2019,2019,153,,Comedy
20257617,Satte Pe Satta,Movie,1982,TV-14,12/31/2019,2019,153,,Cult/Classic
20257617,Satte Pe Satta,Movie,1982,TV-14,12/31/2019,2019,153,,Drama
20258084,Andaz Apna Apna,Movie,1994,TV-PG,5/16/2018,2018,160,,Comedy
20258084,Andaz Apna Apna,Movie,1994,TV-PG,5/16/2018,2018,160,,Cult/Classic
20258084,Andaz Apna Apna,Movie,1994,TV-PG,5/16/2018,2018,160,,International
20557937,The Matrix,Movie,1999,R,11/1/2019,2019,136,,Action/Adventure
20557937,The Matrix,Movie,1999,R,11/1/2019,2019,136,,Sci-Fi & Fantasy
20705133,Ghulam-E-Musthafa,Movie,1997,TV-MA,12/31/2019,2019,161,,Action/Adventure
20705133,Ghulam-E-Musthafa,Movie,1997,TV-MA,12/31/2019,2019,161,,Drama
20705133,Ghulam-E-Musthafa,Movie,1997,TV-MA,12/31/2019,2019,161,,International
20712279,Kaalia,Movie,1981,TV-14,12/31/2019,2019,173,,Action/Adventure
20712279,Kaalia,Movie,1981,TV-14,12/31/2019,2019,173,,Drama
20712279,Kaalia,Movie,1981,TV-14,12/31/2019,2019,173,,International
20717860,Trimurti,Movie,1995,TV-PG,3/1/2018,2018,173,,Action/Adventure
20717860,Trimurti,Movie,1995,TV-PG,3/1/2018,2018,173,,Drama
20717860,Trimurti,Movie,1995,TV-PG,3/1/2018,2018,173,,International
20764666,English Babu Desi Mem,Movie,1996,TV-14,5/1/2017,2017,163,,Comedy
20764666,English Babu Desi Mem,Movie,1996,TV-14,5/1/2017,2017,163,,Drama
20764666,English Babu Desi Mem,Movie,1996,TV-14,5/1/2017,2017,163,,International
20765027,Hera Pheri,Movie,1976,TV-14,12/31/2019,2019,156,,Action/Adventure
20765027,Hera Pheri,Movie,1976,TV-14,12/31/2019,2019,156,,Comedy
20765027,Hera Pheri,Movie,1976,TV-14,12/31/2019,2019,156,,Drama
21028086,Gol Maal,Movie,1979,TV-PG,12/31/2019,2019,137,,Cult/Classic
21028086,Gol Maal,Movie,1979,TV-PG,12/31/2019,2019,137,,Comedy
21028086,Gol Maal,Movie,1979,TV-PG,12/31/2019,2019,137,,International
21302357,Austin Powers: The Spy Who Shagged Me,Movie,1999,PG-13,12/1/2019,2019,95,,Action/Adventure
21302357,Austin Powers: The Spy Who Shagged Me,Movie,1999,PG-13,12/1/2019,2019,95,,Comedy
21302357,Austin Powers: The Spy Who Shagged Me,Movie,1999,PG-13,12/1/2019,2019,95,,Sci-Fi & Fantasy
22007250,Wild Wild West,Movie,1999,PG-13,1/1/2020,2020,106,,Action/Adventure
22007250,Wild Wild West,Movie,1999,PG-13,1/1/2020,2020,106,,Comedy
22007250,Wild Wild West,Movie,1999,PG-13,1/1/2020,2020,106,,Sci-Fi & Fantasy
22497725,National Lampoon's Loaded Weapon 1,Movie,1993,PG-13,11/1/2019,2019,82,,Action/Adventure
22497725,National Lampoon's Loaded Weapon 1,Movie,1993,PG-13,11/1/2019,2019,82,,Comedy
22497725,National Lampoon's Loaded Weapon 1,Movie,1993,PG-13,11/1/2019,2019,82,,Independent Movies
24073896,Koshish,Movie,1972,TV-14,12/31/2019,2019,115,,International
24073896,Koshish,Movie,1972,TV-14,12/31/2019,2019,115,,Romance
24081514,Ram Jaane,Movie,1995,TV-14,5/15/2017,2017,142,,Drama
24081514,Ram Jaane,Movie,1995,TV-14,5/15/2017,2017,142,,International
24081514,Ram Jaane,Movie,1995,TV-14,5/15/2017,2017,142,,Music & Musicals
28631029,Stuart Little,Movie,1999,PG,1/1/2020,2020,85,,Kids/Family
28631029,Stuart Little,Movie,1999,PG,1/1/2020,2020,85,,Comedy
60000209,The Talented Mr. Ripley,Movie,1999,R,1/1/2020,2020,139,,Drama
60000209,The Talented Mr. Ripley,Movie,1999,R,1/1/2020,2020,139,,Thrillers
60000393,Final Destination,Movie,2000,R,1/1/2020,2020,98,,Cult/Classic
60000393,Final Destination,Movie,2000,R,1/1/2020,2020,98,,Horror
60000393,Final Destination,Movie,2000,R,1/1/2020,2020,98,,Thrillers
60000409,Snow Day,Movie,2000,PG,1/1/2020,2020,89,,Kids/Family
60000409,Snow Day,Movie,2000,PG,1/1/2020,2020,89,,Comedy
60000440,Magnolia,Movie,1999,R,1/1/2020,2020,189,,Drama
60000440,Magnolia,Movie,1999,R,1/1/2020,2020,189,,Independent Movies
60000480,Mansfield Park,Movie,1999,PG-13,1/1/2020,2020,112,,Comedy
60000480,Mansfield Park,Movie,1999,PG-13,1/1/2020,2020,112,,Drama
60000480,Mansfield Park,Movie,1999,PG-13,1/1/2020,2020,112,,International
60000545,The Interview,Movie,1998,NR,11/1/2016,2016,101,,Cult/Classic
60000545,The Interview,Movie,1998,NR,11/1/2016,2016,101,,Drama
60000545,The Interview,Movie,1998,NR,11/1/2016,2016,101,,Thrillers
60000577,Grease,Movie,1978,PG,11/1/2019,2019,110,,Cult/Classic
60000577,Grease,Movie,1978,PG,11/1/2019,2019,110,,Comedy
60000577,Grease,Movie,1978,PG,11/1/2019,2019,110,,Music & Musicals
60000677,Head On,Movie,1998,TV-MA,8/25/2018,2018,104,,Drama
60000677,Head On,Movie,1998,TV-MA,8/25/2018,2018,104,,Independent Movies
60000677,Head On,Movie,1998,TV-MA,8/25/2018,2018,104,,LGBTQ+
60000722,Phir Bhi Dil Hai Hindustani,Movie,2000,TV-PG,4/1/2018,2018,159,,Comedy
60000722,Phir Bhi Dil Hai Hindustani,Movie,2000,TV-PG,4/1/2018,2018,159,,Drama
60000722,Phir Bhi Dil Hai Hindustani,Movie,2000,TV-PG,4/1/2018,2018,159,,International
60000861,American Psycho,Movie,2000,R,9/1/2019,2019,102,,Comedy
60000861,American Psycho,Movie,2000,R,9/1/2019,2019,102,,Cult/Classic
60000861,American Psycho,Movie,2000,R,9/1/2019,2019,102,,Drama
60000870,Scary Movie,Movie,2000,R,1/1/2020,2020,88,,Comedy
60000870,Scary Movie,Movie,2000,R,1/1/2020,2020,88,,Horror
60000878,Where the Money Is,Movie,2000,PG-13,1/15/2020,2020,89,,Action/Adventure
60000878,Where the Money Is,Movie,2000,PG-13,1/15/2020,2020,89,,Comedy
60000878,Where the Money Is,Movie,2000,PG-13,1/15/2020,2020,89,,Drama
60000901,How the Grinch Stole Christmas,Movie,2000,PG,6/1/2017,2017,105,,Kids/Family
60000901,How the Grinch Stole Christmas,Movie,2000,PG,6/1/2017,2017,105,,Comedy
60000921,The Flintstones in Viva Rock Vegas,Movie,2000,PG,10/1/2019,2019,91,,Kids/Family
60000921,The Flintstones in Viva Rock Vegas,Movie,2000,PG,10/1/2019,2019,91,,Comedy
60000921,The Flintstones in Viva Rock Vegas,Movie,2000,PG,10/1/2019,2019,91,,Romance
60001104,Daughters of the Dust,Movie,1991,NR,6/10/2017,2017,112,,Cult/Classic
60001104,Daughters of the Dust,Movie,1991,NR,6/10/2017,2017,112,,Drama
60001104,Daughters of the Dust,Movie,1991,NR,6/10/2017,2017,112,,Independent Movies
60001363,Space Cowboys,Movie,2000,PG-13,8/1/2019,2019,130,,Action/Adventure
60001363,Space Cowboys,Movie,2000,PG-13,8/1/2019,2019,130,,Drama
60001363,Space Cowboys,Movie,2000,PG-13,8/1/2019,2019,130,,Sci-Fi & Fantasy
60001377,The Five Venoms,Movie,1978,R,7/31/2018,2018,97,,Action/Adventure
60001377,The Five Venoms,Movie,1978,R,7/31/2018,2018,97,,Cult/Classic
60001377,The Five Venoms,Movie,1978,R,7/31/2018,2018,97,,International
60001396,What Lies Beneath,Movie,2000,PG-13,1/1/2020,2020,130,,Horror
60001396,What Lies Beneath,Movie,2000,PG-13,1/1/2020,2020,130,,Thrillers
60001404,Swami,Movie,1977,TV-PG,12/31/2019,2019,123,,Drama
60001404,Swami,Movie,1977,TV-PG,12/31/2019,2019,123,,Independent Movies
60001404,Swami,Movie,1977,TV-PG,12/31/2019,2019,123,,International
60001407,Jis Desh Men Ganga Behti Hai,Movie,1960,TV-14,12/31/2019,2019,181,,Action/Adventure
60001407,Jis Desh Men Ganga Behti Hai,Movie,1960,TV-14,12/31/2019,2019,181,,Drama
60001407,Jis Desh Men Ganga Behti Hai,Movie,1960,TV-14,12/31/2019,2019,181,,International
60001650,Men in Black,Movie,1997,PG-13,10/19/2019,2019,98,,Action/Adventure
60001650,Men in Black,Movie,1997,PG-13,10/19/2019,2019,98,,Comedy
60001650,Men in Black,Movie,1997,PG-13,10/19/2019,2019,98,,Sci-Fi & Fantasy
60001670,Taal,Movie,1999,TV-PG,3/1/2018,2018,177,,Drama
60001670,Taal,Movie,1999,TV-PG,3/1/2018,2018,177,,International
60001670,Taal,Movie,1999,TV-PG,3/1/2018,2018,177,,Music & Musicals
60001761,Supergirl,Movie,1984,PG,10/1/2019,2019,125,,Action/Adventure
60001761,Supergirl,Movie,1984,PG,10/1/2019,2019,125,,Sci-Fi & Fantasy
60001807,The Naked Gun: From the Files of Police Squad!,Movie,1988,PG-13,1/1/2020,2020,85,,Comedy
60001807,The Naked Gun: From the Files of Police Squad!,Movie,1988,PG-13,1/1/2020,2020,85,,Cult/Classic
60002003,Dragonheart: A New Beginning,Movie,2000,PG,1/1/2020,2020,84,,Action/Adventure
60002003,Dragonheart: A New Beginning,Movie,2000,PG,1/1/2020,2020,84,,Sci-Fi & Fantasy
60002033,Butterfield 8,Movie,1960,TV-14,11/1/2019,2019,108,,Cult/Classic
60002033,Butterfield 8,Movie,1960,TV-14,11/1/2019,2019,108,,Drama
60002033,Butterfield 8,Movie,1960,TV-14,11/1/2019,2019,108,,Romance
60002111,Kya Kehna,Movie,2000,TV-PG,4/1/2018,2018,149,,Drama
60002111,Kya Kehna,Movie,2000,TV-PG,4/1/2018,2018,149,,International
60002111,Kya Kehna,Movie,2000,TV-PG,4/1/2018,2018,149,,Romance
60002403,Rosemary's Baby,Movie,1968,R,11/1/2019,2019,137,,Cult/Classic
60002403,Rosemary's Baby,Movie,1968,R,11/1/2019,2019,137,,Horror
60002403,Rosemary's Baby,Movie,1968,R,11/1/2019,2019,137,,Thrillers
60002808,Papa the Great,Movie,2000,TV-PG,12/8/2017,2017,137,,Comedy
60002808,Papa the Great,Movie,2000,TV-PG,12/8/2017,2017,137,,Drama
60002808,Papa the Great,Movie,2000,TV-PG,12/8/2017,2017,137,,International
60002818,Sangam,Movie,1964,TV-14,12/31/2019,2019,228,,Cult/Classic
60002818,Sangam,Movie,1964,TV-14,12/31/2019,2019,228,,Drama
60002818,Sangam,Movie,1964,TV-14,12/31/2019,2019,228,,International
60002907,"Crouching Tiger, Hidden Dragon",Movie,2000,PG-13,3/1/2019,2019,120,,Action/Adventure
60002907,"Crouching Tiger, Hidden Dragon",Movie,2000,PG-13,3/1/2019,2019,120,,International
60002907,"Crouching Tiger, Hidden Dragon",Movie,2000,PG-13,3/1/2019,2019,120,,Romance
60003082,White Christmas,Movie,1954,TV-G,7/15/2012,2012,120,,Kids/Family
